Date,Open,High,Low,Close,Adj Close,Volume
2021-11-17,1030.000000,1050.000000,1010.000000,1040.000000,1040.000000,68404000
2021-11-18,1040.000000,1060.000000,1025.000000,1040.000000,1040.000000,37541400
2021-11-19,1040.000000,1040.000000,1010.000000,1020.000000,1020.000000,38812900
2021-11-22,1020.000000,1040.000000,1020.000000,1025.000000,1025.000000,27828000
2021-11-23,1040.000000,1100.000000,1025.000000,1055.000000,1055.000000,144954500
2021-11-24,1070.000000,1080.000000,1045.000000,1065.000000,1065.000000,60376400
2021-11-25,1075.000000,1090.000000,1060.000000,1075.000000,1075.000000,68566800
2021-11-26,1075.000000,1075.000000,1000.000000,1015.000000,1015.000000,72105100
2021-11-29,1005.000000,1015.000000,975.000000,985.000000,985.000000,70345700
2021-11-30,990.000000,1005.000000,920.000000,920.000000,920.000000,146930500
2021-12-01,930.000000,950.000000,910.000000,925.000000,925.000000,70703100
2021-12-02,925.000000,930.000000,900.000000,915.000000,915.000000,41083500
